id;valence;doc_type;content_type;title;topic;region;tags;body;steps;source;;;
jugularis_externa;learn;entry;vessel;V. jugularis externa;Circulatory System;Neck;"vein; jugularis externa; external jugular vein; toplardamar";V. jugularis externa başın dış venlerini ve yüzün yüzeysel venlerini toplar.;"[""Baş ve yüzün yüzeysel venleri ile birleşir."",""Boyundan aşağı doğru ilerler."",""V. subclavia ile birleşerek sonlanır.""]";Ders kitabı s.140;;;
subclavia_vein;learn;entry;vessel;V. subclavia;Circulatory System;Upper_Extremity;"vein; subclavia; subclavian vein; toplardamar";V. subclavia, v. axillaris'in köprücük kemiği altındaki devamı olan vendir.;"[""Kol venleri birleşerek v. axillaris'i oluşturur."",""V. axillaris köprücük kemiğinin altında v. subclavia adını alır."",""Buradan jugular venlerle birleşerek v. brachiocephalica'yı oluşturur.""]";Ders kitabı s.140;;;
axillaris_vein;learn;entry;vessel;V. axillaris;Circulatory System;Upper_Extremity;"vein; axillaris; axillary vein; toplardamar";V. axillaris, üst ekstremitenin derin venöz dönüşünde yer alan ve koltuk altı bölgesinde bulunan büyük bir vendir.;"[""Kol bölgesindeki venlerin birleşmesi ile oluşur."",""Koltuk altı bölgesinde bulunur."",""Yukarı doğru ilerleyerek v. subclavia olarak devam eder.""]";Ders kitabı s.140;;;
cephalica_vein;learn;entry;vessel;V. cephalica;Circulatory System;Upper_Extremity;"vein; cephalica; cephalic vein; toplardamar";V. cephalica üst ekstremitenin önemli yüzeysel venlerinden biridir.;"[""El sırtının radyal tarafından başlar."",""Ön kolun ön tarafına doğru ilerler."",""Kolun dış yanından yukarı çıkar."",""Proksimalde v. axillaris'e katılır.""]";Ders kitabı s.140;;;
brachialis_vein;learn;entry;vessel;V. brachialis;Circulatory System;Upper_Extremity;"vein; brachialis; brachial vein; toplardamar";V. brachialis kol bölgesinin derin venlerinden biridir.;"[""V. radialis ve v. ulnaris'in dirsek önünde birleşmesi ile oluşur."",""Yukarı doğru ilerleyerek v. axillaris'e katılır.""]";Ders kitabı s.140;;;
basilica_vein;learn;entry;vessel;V. basilica;Circulatory System;Upper_Extremity;"vein; basilica; basilic vein; toplardamar";V. basilica üst ekstremitenin önemli yüzeysel venlerinden biridir.;;Ders kitabı s.140;;;
mediana_cubiti;learn;entry;vessel;V. mediana cubiti;Circulatory System;Upper_Extremity;"vein; mediana cubiti; median cubital vein; toplardamar";V. mediana cubiti dirsek bölgesinde bulunan yüzeysel vendir.;"[""Dirsek ekleminin iç yüzünde bulunur."",""V. basilica ile v. cephalica'yı birbirine bağlar.""]";Ders kitabı s.140;;;
antebrachii_mediana;learn;entry;vessel;V. antebrachii mediana;Circulatory System;Upper_Extremity;"vein; antebrachii mediana; median antebrachial vein; toplardamar";V. antebrachii mediana ön kolun yüzeysel venlerinden biridir.;"[""Elin palmar yüzünden başlayarak yukarı doğru uzanır."",""V. mediana cubiti veya v. basilica ile birleşir.""]";Ders kitabı s.140;;;
radialis_vein;learn;entry;vessel;V. radialis;Circulatory System;Upper_Extremity;"vein; radialis; radial vein; toplardamar";V. radialis el ve ön kolun radyal bölgesinin venöz kanını toplar.;"[""El ve ön kolun radyal tarafındaki kirli kanı toplar."",""V. ulnaris ile birleşerek v. brachialisi oluşturur.""]";Ders kitabı s.140;;;
ulnaris_vein;learn;entry;vessel;V. ulnaris;Circulatory System;Upper_Extremity;"vein; ulnaris; ulnar vein; toplardamar";V. ulnaris el ve ön kolun ulnar bölgesinin venöz kanını toplar.;"[""El ve ön kolun ulnar tarafındaki kirli kanı toplar."",""V. radialis ile birleşerek v. brachialisi oluşturur.""]";Ders kitabı s.140;;;
cava_superior;learn;entry;vessel;V. cava superior;Circulatory System;Thorax;"vein; cava superior; superior vena cava; toplardamar";V. cava superior, baş, boyun, göğüs ve üst ekstremite bölgelerinden gelen venöz kanı kalbe taşıyan büyük bir toplardamardır.;"[""V. cava superior iki adet v. brachiocephalicanın birleşmesi ile oluşur."",""Baş, boyun, göğüs ve üst ekstremite bölgelerinden gelen kirli kanı toplar."",""Topladığı kanı kalbin sağ atriumuna taşır.""]";Ders kitabı s.140;;;
lower_extremity_veins;learn;entry;concept;Alt ekstremite venleri;Circulatory System;Lower_Extremity;"vein; lower extremity veins; leg veins; vena; toplardamar";Alt ekstremite venleri bacak ve ayak bölgesindeki venöz kanı kalbe doğru taşıyan toplardamarlardır.;"[""Alt ekstremite venleri yüzeysel ve derin venler olmak üzere iki grupta incelenir."",""Yüzeysel venlerin yapısında kapakçıklar bulunur."",""Derin venler genellikle aynı isimdeki arterlerle birlikte seyreder."",""Alt ekstremiteden gelen venöz kan daha büyük venler aracılığıyla v. cava inferiora taşınır.""]";Ders kitabı s.141;;;
cava_inferior;learn;entry;vessel;V. cava inferior;Circulatory System;Abdomen;"vein; cava inferior; inferior vena cava; toplardamar";V. cava inferior gövdenin alt bölümünden gelen venöz kanı kalbe taşıyan büyük bir vendir.;"[""Gövdede diyaframın altında kalan bölüm ile alt ekstremite bölgelerinin kanını toplar."",""Sağ ve sol v. iliaca communis'in birleşmesi ile oluşur."",""Topladığı kanı kalbin sağ atriumuna taşır.""]";Ders kitabı s.141;;;
iliaca_communis_vein;learn;entry;vessel;V. iliaca communis;Circulatory System;Pelvis;"vein; iliaca communis; common iliac vein; toplardamar";V. iliaca communis pelvis ve alt ekstremitenin venöz kanını taşıyan vendir.;"[""V. iliaca interna ve v. iliaca externa venlerinin birleşmesi ile oluşur."",""Sağ ve sol v. iliaca communis venleri birleşerek v. cava inferioru oluşturur.""]";Ders kitabı s.141;;;
iliaca_externa_vein;learn;entry;vessel;V. iliaca externa;Circulatory System;Lower_Extremity;"vein; iliaca externa; external iliac vein; toplardamar";V. iliaca externa alt ekstremitenin venöz kanını taşıyan önemli venlerden biridir.;"[""Alt ekstremiteden gelen venöz kanı taşır."",""Kasık bölgesinden aşağıda v. femoralis adını alır.""]";Ders kitabı s.141;;;
femoralis_vein;learn;entry;vessel;V. femoralis;Circulatory System;Lower_Extremity;"vein; femoralis; femoral vein; toplardamar";V. femoralis bacak bölgesinin venöz kanını taşıyan önemli derin vendir.;"[""Bacak bölgesinin kirli kanını taşır."",""V. popliteanın devamıdır."",""Yukarı doğru ilerleyerek kasık bölgesinde v. iliaca externa adını alır.""]";Ders kitabı s.141;;;
poplitea_vein;learn;entry;vessel;V. poplitea;Circulatory System;Lower_Extremity;"vein; poplitea; popliteal vein; toplardamar";V. poplitea diz arkasında bulunan derin vendir.;"[""V. tibialis anterior ve v. tibialis posteriorun birleşmesi ile oluşur."",""Diz arkasından yukarı doğru ilerler."",""Yukarıda v. femoralis adını alır.""]";Ders kitabı s.141;;;
tibialis_anterior_vein;learn;entry;vessel;V. tibialis anterior;Circulatory System;Lower_Extremity;"vein; tibialis anterior; anterior tibial vein; toplardamar";V. tibialis anterior ayak ve bacağın ön bölümünden gelen venöz kanı taşır.;"[""Ayak sırtından başlayarak baldırın önünden yukarı doğru ilerler."",""V. tibialis posterior ile birleşerek v. popliteayı oluşturur.""]";Ders kitabı s.141;;;
tibialis_posterior_vein;learn;entry;vessel;V. tibialis posterior;Circulatory System;Lower_Extremity;"vein; tibialis posterior; posterior tibial vein; toplardamar";V. tibialis posterior ayak tabanı ve baldır bölgesinin venöz kanını taşır.;"[""Ayak tabanından başlayarak baldırın arka kısmından yukarı doğru ilerler."",""V. tibialis anterior ile birleşerek v. popliteayı oluşturur.""]";Ders kitabı s.141;;;
saphena_magna;learn;entry;vessel;V. saphena magna;Circulatory System;Lower_Extremity;"vein; saphena magna; great saphenous vein; toplardamar";V. saphena magna vücudun en uzun venidir.;"[""Ayak sırtından başlar."",""Bacağın iç yüzünden yukarı doğru ilerler."",""Kasık bölgesinde v. femoralis ile birleşir."",""Koroner arter bypass ameliyatlarında greft olarak kullanılabilir.""]";Ders kitabı s.141;;;
saphena_parva;learn;entry;vessel;V. saphena parva;Circulatory System;Lower_Extremity;"vein; saphena parva; small saphenous vein; toplardamar";V. saphena parva alt ekstremitenin yüzeysel venlerinden biridir.;"[""Ayak sırtının dış tarafından başlar."",""Baldırın arka kısmından yukarı doğru ilerler."",""Diz arkasında derine ilerleyerek v. popliteaya bağlanır.""]";Ders kitabı s.141;;;
systemic_circulation;learn;entry;concept;Büyük kan dolaşımı;Circulatory System;Circulation;"circulation; systemic; large_circulation; heart; body";Büyük kan dolaşımı, oksijen bakımından zengin kanın kalpten çıkarak tüm vücut dokularına gönderilmesini ve dokularda oluşan karbondioksit ile atık maddelerin toplanarak tekrar kalbe getirilmesini sağlayan dolaşımdır.;"[""Oksijenlenmiş kan pulmoner venler ile sol atriyuma gelir"", ""Kan mitral kapaktan geçerek sol ventriküle ulaşır"", ""Sol ventrikül kasılarak kanı aort aracılığıyla tüm vücuda pompalar"", ""Dokularda gaz değişimi gerçekleşir ve kan kirlenir"", ""Kirli kan vena cava damarları ile sağ atriyuma geri döner""]";Ders kitabı s.145;;;
pulmonary_circulation;learn;entry;concept;Küçük kan dolaşımı;Circulatory System;Circulation;"circulation; pulmonary; small_circulation; heart; lung";Küçük kan dolaşımı, kalpten akciğerlere gönderilen kirli kanın akciğerlerde oksijenlenerek temizlenmesi ve tekrar kalbe dönmesini sağlayan dolaşımdır.;"[""Kirli kan sağ atriyuma gelir"", ""Kan triküspit kapaktan geçerek sağ ventriküle ulaşır"", ""Sağ ventrikül kasılarak kanı pulmoner arter aracılığıyla akciğerlere pompalar"", ""Akciğerlerde gaz değişimi gerçekleşir ve kan oksijenlenir"", ""Oksijenlenmiş kan pulmoner venler ile sol atriyuma geri döner""]";Ders kitabı s.145;;;
systemic_left_ventricle_01;learn;entry;structure;Sol ventrikül;Circulatory System;Circulation;"circulation; systemic; large_circulation; heart; ventricle";Sol ventrikül, oksijen bakımından zengin kanı aort aracılığıyla tüm vücuda pompalayan ve büyük kan dolaşımının başladığı kalp odacığıdır.;"[""Sol atriyumdan gelen oksijenli kan sol ventrikülde toplanır"", ""Ventrikül kasılarak kanı kalpten dışarı pompalar"", ""Kan aort damarına gönderilir""]";Ders kitabı s.145;;;
systemic_aorta_02;learn;entry;vessel;Aort;Circulatory System;Circulation;"circulation; systemic; large_circulation; vessel; artery; aorta";Aort, sol ventrikülden pompalanan oksijen bakımından zengin kanı tüm vücuda dağıtan kalpten çıkan en büyük atardamardır.;"[""Sol ventrikülden çıkan kan aort damarına ulaşır"", ""Aort çeşitli dallara ayrılarak kanı vücudun farklı bölgelerine taşır""]";Ders kitabı s.145;;;
systemic_body_arteries_03;learn;entry;vessel;Vücut atardamarları;Circulatory System;Circulation;"circulation; systemic; large_circulation; vessel; artery; systemic_artery";Aorttan ayrılan atardamarlar oksijen bakımından zengin kanı vücudun farklı bölgelerindeki dokulara taşıyan damarlardır.;"[""Aorttan çıkan kan büyük atardamarlara geçer"", ""Atardamarlar dallanarak vücudun çeşitli bölgelerine kan taşır"", ""Kan daha küçük atardamarlara ve kılcal damarlara doğru ilerler""]";Ders kitabı s.145;;;
systemic_capillaries_04;learn;entry;vessel;Vücut kılcal damarları;Circulatory System;Circulation;"circulation; systemic; large_circulation; capillary; body";Kılcal damarlar, kan ile hücreler arasında gaz ve madde alışverişinin gerçekleştiği en ince damarlardır.;"[""Oksijenli kan kılcal damarlara ulaşır"", ""Hücreler oksijeni ve besin maddelerini alır"", ""Karbondioksit ve atık maddeler kana geçer"" , ""Kan kirli hale gelir""]";Ders kitabı s.145;;;
systemic_body_veins_05;learn;entry;vessel;Vücut toplardamarları;Circulatory System;Circulation;"circulation; systemic; large_circulation; vein; body";Toplardamarlar, dokularda gaz değişimi sonucu kirlenen kanı kılcal damarlardan alarak kalbe doğru taşıyan damarlardır.;"[""Kılcal damarlardan çıkan kirli kan küçük toplardamarlara geçer"", ""Toplardamarlar birleşerek daha büyük damarları oluşturur"", ""Kan kalbe doğru taşınır""]";Ders kitabı s.145;;;
systemic_vena_cava_06;learn;entry;vessel;Vena cava;Circulatory System;Circulation;"circulation; systemic; large_circulation; vein; vena_cava";Vena cava superior ve vena cava inferior, vücuttan gelen kirli kanı kalbin sağ atriyumuna taşıyan büyük toplardamarlardır.;"[""Vücuttan gelen kirli kan büyük toplardamarlarda toplanır"", ""Kan vena cava damarlarına ulaşır"", ""Vena cava kanı kalbin sağ atriyumuna taşır""]";Ders kitabı s.145;;;
systemic_right_atrium_07;learn;entry;structure;Sağ atriyum;Circulatory System;Circulation;"circulation; systemic; large_circulation; heart; atrium";Sağ atriyum, vena cava damarları aracılığıyla vücuttan gelen kirli kanın toplandığı kalp odacığıdır.;"[""Vena cava damarlarından gelen kan sağ atriyuma ulaşır"", ""Sağ atriyum kanı sağ ventriküle iletmeye hazır hale getirir""]";Ders kitabı s.145;;;
pulmonary_right_ventricle_01;learn;entry;structure;Sağ ventrikül;Circulatory System;Circulation;"circulation; pulmonary; small_circulation; heart; ventricle; right_ventricle";Sağ ventrikül, kirli kanı pulmoner arter aracılığıyla akciğerlere pompalayan kalp odacığıdır.;"[""Sağ atriyumdan gelen kirli kan sağ ventrikülde toplanır"", ""Sağ ventrikül kasılır"", ""Kan pulmoner artere pompalanır""]";Ders kitabı s.145;;;
pulmonary_artery_02;learn;entry;vessel;Pulmoner arter (A. pulmonalis);Circulatory System;Circulation;"circulation; pulmonary; small_circulation; vessel; artery; pulmonary_artery";Pulmoner arter, kirli kanı kalpten akciğerlere taşıyan atardamardır.;"[""Sağ ventrikülden çıkan kirli kan pulmoner artere ulaşır"", ""Pulmoner arter kanı akciğerlere taşır"", ""Kan akciğer kılcal damarlarına doğru ilerler""]";Ders kitabı s.145;;;
pulmonary_capillaries_03;learn;entry;vessel;Akciğer kılcal damarları;Circulatory System;Circulation;"circulation; pulmonary; small_circulation; vessel; capillary; lung_capillary";Akciğer kılcal damarları, kan ile alveoller arasında gaz değişiminin gerçekleştiği damarlardır.;"[""Kirli kan akciğer kılcal damarlarına ulaşır"", ""Karbondioksit alveollere verilir"", ""Oksijen kana geçer"", ""Kan oksijen bakımından zengin hale gelir""]";Ders kitabı s.145;;;
pulmonary_vein_04;learn;entry;vessel;Pulmoner ven (V. pulmonalis);Circulatory System;Circulation;"circulation; pulmonary; small_circulation; vessel; vein; pulmonary_vein";Pulmoner ven, akciğerlerde oksijenlenen kanı kalbe taşıyan toplardamardır.;"[""Akciğerlerde oksijenlenen kan pulmoner venlere geçer"", ""Pulmoner venler kanı kalbe taşır"", ""Kan sol atriyuma ulaşır""]";Ders kitabı s.145;;;
pulmonary_left_atrium_05;learn;entry;structure;Sol atriyum;Circulatory System;Circulation;"circulation; pulmonary; small_circulation; heart; atrium; left_atrium";Sol atriyum, akciğerlerden gelen oksijen bakımından zengin kanın toplandığı kalp odacığıdır.;"[""Pulmoner venlerden gelen oksijenli kan sol atriyuma ulaşır"", ""Kan sol ventriküle iletilmeye hazırlanır""]";Ders kitabı s.145;;;
